img_id,Time_of_Day,Weather_Condition,Road_Environment_Type,Road_Surface_Condition,Traffic_Density,Pedestrian_Presence,Cyclist_Presence,Number_of_Visible_Lanes,Intersection_Type,Lane_Marking_Visibility,Artificial_Lighting_Source,Crosswalk_Presence,Vertical_Road_Profile,Horizontal_Road_Curvature,Infrastructure_Barriers,Building_Density,Vegetation_Level,Traffic_Sign_Presence,Vehicle_Composition,Ego_Vehicle_Lane_Position,Ego_Vehicle_Lane_POSITION
24319,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Downhill,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
48558,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Mixed_Heavy_Traffic,Centered,
55066,Dawn/Dusk,Clear,Highway,Dry,Low,None,No,2,None,Clear,None,No,Flat,Slight_Right,Metal_Guardrail,Sparse/Rural,Moderate,None,Passenger_Cars_Only,Centered,
74392,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
67529,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
21093,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,Yes,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
64351,Daylight,Cloudy,Urban,Dry,Moderate,None,No,3,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
67927,Night,Clear,Highway,Dry,Moderate,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,None,Sparse,Directional,Passenger_Cars_Only,Centered,
64215,Dawn/Dusk,Clear,Urban,Wet,Empty,None,No,2,None,Faded,None,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Dense_Forest,None,No_Vehicles,Centered,
60948,Night,Rainy,Highway,Wet,Low,None,No,3,None,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Concrete_Median,High_Rise,None,Directional,Passenger_Cars_Only,Centered,
17267,Daylight,Clear,Urban,Dry,Low,Near_Roadside,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
33795,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
88396,Daylight,Cloudy,Highway,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,None,Mixed_Heavy_Traffic,Centered,
6244,Night,Rainy,Rural,Wet,Low,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,None,Dense_Forest,Directional,Passenger_Cars_Only,Centered,
60720,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,None,Yes,Flat,Slight_Right,Metal_Guardrail,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
81380,Daylight,Clear,Urban,Dry,Low,None,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
10598,Daylight,Cloudy,Urban,Dry,Moderate,Crossing_Road,No,2,Four-Way,Clear,None,Yes,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
18628,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
31994,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,None,Multiple_Types,Passenger_Cars_Only,Centered,
81671,Daylight,Clear,Urban,Dry,Low,None,No,2,None,Clear,None,No,Uphill,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,None,Passenger_Cars_Only,Centered,
14664,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
99270,Dawn/Dusk,Snowy,Rural,Snow_Covered,Empty,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Straight,None,None,Dense_Forest,None,No_Vehicles,Centered,
54906,Night,Clear,Urban,Dry,Empty,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,No_Vehicles,Centered,
13415,Daylight,Cloudy,Residential,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
36312,Daylight,Clear,Urban,Dry,Moderate,None,No,1,None,Faded,None,No,Flat,Slight_Right,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
65303,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,None,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
88126,Night,Clear,Urban,Dry,Low,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
76157,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
26474,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,3,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
75958,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
56421,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Downhill,Straight,Concrete_Median,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
91114,Daylight,Snowy,Rural,Snow_Covered,Empty,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Slight_Right,None,Sparse/Rural,Dense_Forest,None,No_Vehicles,Centered,
28053,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,4,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
10891,Daylight,Clear,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
10239,Daylight,Cloudy,Urban,Dry,Moderate,None,Yes,1,None,Clear,None,No,Flat,Slight_Left,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
64967,Dawn/Dusk,Snowy,Highway,Slushy,Moderate,None,No,2,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,None,Low_Density_Urban,Sparse,Directional,Mixed_Heavy_Traffic,Centered,
48226,Daylight,Cloudy,Urban,Dry,Low,Crossing_Road,No,1,None,Absent,None,No,Uphill,Slight_Left,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
6801,Dawn/Dusk,Cloudy,Urban,Dry,Low,Crossing_Road,No,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,
52273,Daylight,Cloudy,Residential,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
71492,Daylight,Rainy,Urban,Wet,Moderate,None,No,2,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Uphill,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
1733,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,Roundabout,Clear,None,Yes,Uphill,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
86776,Twilight,Snowy,Rural,Snow_Covered,Low,None,No,1,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,None,Sparse/Rural,Dense_Forest,None,Passenger_Cars_Only,Centered,
11026,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
63264,Daylight,Clear,Highway,Dry,Moderate,None,No,3,None,Clear,None,No,Uphill,Straight,Concrete_Median,Low_Density_Urban,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,
72328,Daylight,Clear,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
82538,Night,Clear,Urban,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,
53844,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,No,1,None,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,
27629,Daylight,Clear,Urban,Dry,Low,None,No,1,None,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
34436,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,1,None,Absent,None,Yes,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
67670,Daylight,Cloudy,Highway,Dry,Low,None,No,3,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Industrial,Sparse,Directional,Passenger_Cars_Only,Centered,
34642,Daylight,Clear,Urban,Dry,Low,None,No,2,Roundabout,Faded,None,No,Flat,Slight_Right,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,
37365,Night,Clear,Urban,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,None,Directional,Passenger_Cars_Only,Centered,
58009,Daylight,Rainy,Highway,Wet,Low,None,No,2,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,None,Passenger_Cars_Only,Centered,
74292,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
92889,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Slight_Right,Concrete_Median,Low_Density_Urban,Sparse,None,Passenger_Cars_Only,Centered,
92181,Daylight,Cloudy,Rural,Slushy,Low,None,No,2,None,Faded,None,No,Flat,Slight_Right,None,Sparse/Rural,Dense_Forest,None,Passenger_Cars_Only,Centered,
68800,Daylight,Clear,Highway,Dry,Low,None,No,3,None,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
8143,Daylight,Cloudy,Urban,Dry,Moderate,Crossing_Road,Yes,3,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
87491,Dawn/Dusk,Snowy,Residential,Snow_Covered,Empty,None,No,2,None,Occluded_by_Snow/Water,Building_Lights,No,Flat,Straight,None,Sparse/Rural,Dense_Forest,None,No_Vehicles,Centered,
76402,Dawn/Dusk,Cloudy,Urban,Wet,Low,None,No,2,None,Faded,Street_Lights,No,Flat,Slight_Right,Metal_Guardrail,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
67971,Daylight,Cloudy,Rural,Slushy,Empty,None,No,2,None,Occluded_by_Snow/Water,None,No,Flat,Straight,Curb,Sparse/Rural,Dense_Forest,Warning,No_Vehicles,Centered,
90500,Daylight,Cloudy,Urban,Wet,Moderate,None,No,3,None,Clear,None,No,Uphill,Straight,Noise_Wall,Low_Density_Urban,Sparse,Directional,Mixed_Heavy_Traffic,Centered,
85567,Daylight,Cloudy,Highway,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,None,Dense_Forest,Multiple_Types,Mixed_Heavy_Traffic,Centered,
17159,Daylight,Cloudy,Residential,Dry,Low,None,No,1,None,Absent,None,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,
22036,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Warning,Passenger_Cars_Only,Centered,
25616,Daylight,Clear,Urban,Dry,Low,None,No,2,Roundabout,Clear,None,No,Flat,Slight_Left,Metal_Guardrail,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
53492,Dawn/Dusk,Clear,Highway,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,None,Dense_Forest,None,Mixed_Heavy_Traffic,Centered,
55235,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Directional,Passenger_Cars_Only,Centered,
79195,Dawn/Dusk,Snowy,Residential,Snow_Covered,Empty,None,No,1,None,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,None,Passenger_Cars_Only,Centered,
8900,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
11000,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,None,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,
4299,Daylight,Cloudy,Urban,Dry,High/Congested,On_Sidewalk,Yes,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
5724,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,Four-Way,Clear,None,Yes,Flat,Straight,Concrete_Median,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,
48255,Daylight,Cloudy,Residential,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,
3429,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Roundabout,Absent,None,No,Flat,Slight_Right,Curb,Low_Density_Urban,None,Directional,Mixed_Heavy_Traffic,Centered,
27433,Daylight,Clear,Rural,Dry,Empty,None,No,2,None,Clear,None,No,Flat,Straight,None,None,Dense_Forest,None,No_Vehicles,Centered,
12789,Daylight,Clear,Urban,Dry,High/Congested,None,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,
40819,Daylight,Cloudy,Urban,Dry,Empty,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Metal_Guardrail,Industrial,Moderate,None,No_Vehicles,Centered,
32606,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,None,Passenger_Cars_Only,Centered,
94504,Night,Rainy,Urban,Wet,Low,None,No,2,Four-Way,Faded,Street_Lights,No,Flat,Straight,Curb,Industrial,Sparse,Directional,Passenger_Cars_Only,Centered,
66878,Dawn/Dusk,Rainy,Highway,Wet,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,Moderate,None,Passenger_Cars_Only,Centered,
12768,Daylight,Cloudy,Urban,Wet,Low,Crossing_Road,No,2,T-Junction,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
23043,Dawn/Dusk,Clear,Residential,Dry,Low,None,No,2,T-Junction,Absent,Building_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
23923,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,T-Junction,Absent,None,No,Flat,Straight,Curb,High_Rise,None,Regulatory,Passenger_Cars_Only,Centered,
9863,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,None,Regulatory,Public_Transit_Focus,Centered,
66971,Daylight,Rainy,Urban,Wet,Low,None,No,3,Four-Way,Clear,None,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,
74899,Night,Clear,Tunnel,Dry,Empty,None,No,1,None,Clear,Tunnel_Lights,No,Flat,Straight,Concrete_Median,None,None,None,No_Vehicles,Centered,
59884,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
48239,Daylight,Clear,Residential,Dry,Low,On_Sidewalk,Yes,2,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
23860,Daylight,Cloudy,Highway,Slushy,Low,None,No,2,None,Faded,None,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Dense_Forest,None,Passenger_Cars_Only,Centered,
99021,Daylight,Cloudy,Rural,Slushy,Low,None,No,2,T-Junction,Clear,None,No,Flat,Straight,None,Sparse/Rural,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,
65007,Dawn/Dusk,Clear,Highway,Dry,Moderate,None,No,3,None,Clear,Street_Lights,No,Flat,Slight_Right,Metal_Guardrail,Sparse/Rural,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,
81639,Night,Clear,Urban,Dry,Low,None,No,2,T-Junction,Faded,Street_Lights,Yes,Flat,Slight_Right,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
69743,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,T-Junction,Faded,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,
72414,Dawn/Dusk,Clear,Rural,Snow_Covered,Low,None,No,2,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Uphill,Straight,None,None,Dense_Forest,Warning,Passenger_Cars_Only,Centered,
15187,Twilight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Clear,Building_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Public_Transit_Focus,Centered,
65681,Daylight,Cloudy,Highway,Dry,Low,None,No,3,None,Clear,None,No,Uphill,Straight,Concrete_Median,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,
32987,Daylight,Clear,Urban,Dry,Moderate,None,No,2,T-Junction,Faded,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
62127,Night,Snowy,Urban,Snow_Covered,Empty,Near_Roadside,No,1,None,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,No_Vehicles,Centered,
85789,Dawn/Dusk,Cloudy,Rural,Wet,Low,None,No,2,None,Faded,None,No,Flat,Slight_Right,None,Sparse/Rural,Dense_Forest,None,Passenger_Cars_Only,Centered,
9580,Dawn/Dusk,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Industrial,Moderate,Regulatory,Passenger_Cars_Only,Centered,
55896,Night,Clear,Urban,Dry,Moderate,None,No,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
1432,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,T-Junction,Absent,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
15657,Dawn/Dusk,Rainy,Urban,Wet,Moderate,Crossing_Road,No,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,High_Rise,None,Regulatory,Public_Transit_Focus,Centered,
95978,Dawn/Dusk,Cloudy,Residential,Slushy,Low,None,No,2,None,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
44376,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
32025,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,3,Four-Way,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,
45026,Dawn/Dusk,Clear,Urban,Dry,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Concrete_Median,High_Rise,Moderate,None,Passenger_Cars_Only,Centered,
62046,Night,Rainy,Highway,Wet,Moderate,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Sparse,None,Mixed_Heavy_Traffic,Centered,
91944,Night,Rainy,Highway,Wet,High/Congested,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Concrete_Median,None,Dense_Forest,Directional,Mixed_Heavy_Traffic,Centered,
47882,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,None,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,
41660,Night,Clear,Urban,Dry,Moderate,None,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
61383,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,1,None,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
67936,Daylight,Clear,Highway,Dry,Low,None,No,3,None,Clear,None,No,Flat,Slight_Right,Concrete_Median,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
71529,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,None,Clear,None,No,Flat,Straight,Curb,High_Rise,Park-like,Directional,Passenger_Cars_Only,Centered,
7366,Dawn/Dusk,Cloudy,Residential,Dry,Moderate,On_Sidewalk,Yes,1,None,Faded,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,
61639,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Faded,Street_Lights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,
52,Twilight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
44543,Daylight,Snowy,Highway,Snow_Covered,Low,None,No,2,None,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,Dense_Forest,None,Passenger_Cars_Only,Centered,
18603,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,
8968,Daylight,Cloudy,Urban,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,
72207,Daylight,Cloudy,Urban,Dry,Moderate,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
19804,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,No,2,None,Faded,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,
7679,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,None,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
32668,Night,Clear,Urban,Dry,Low,Crossing_Road,Yes,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
91628,Daylight,Cloudy,Rural,Dry,Empty,None,No,2,None,Clear,None,No,Uphill,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Regulatory,No_Vehicles,Centered,
70202,Dawn/Dusk,Clear,Rural,Dry,Empty,None,No,1,None,Absent,Building_Lights,No,Flat,Straight,None,Sparse/Rural,Dense_Forest,None,No_Vehicles,Centered,
55715,Daylight,Clear,Urban,Dry,High/Congested,Crossing_Road,No,3,Four-Way,Clear,None,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
65419,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,None,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
97627,Dawn/Dusk,Rainy,Urban,Wet,Moderate,None,No,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Slight_Left,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,
72738,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
40916,Night,Clear,Urban,Dry,Moderate,None,No,2,Four-Way,Faded,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
76777,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,
53498,Daylight,Cloudy,Residential,Dry,Moderate,None,No,2,T-Junction,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,,Centered
23634,Daylight,Cloudy,Urban,Dry,Moderate,None,No,3,Four-Way,Clear,None,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,
96740,Night,Clear,Highway,Dry,Low,None,No,2,None,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,None,Dense_Forest,None,Passenger_Cars_Only,Centered,
80940,Daylight,Snowy,Rural,Snow_Covered,Empty,None,No,1,None,Occluded_by_Snow/Water,None,No,Flat,Straight,None,None,Dense_Forest,None,No_Vehicles,Centered,
91174,Night,Clear,Highway,Dry,Low,None,No,3,None,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,None,Sparse,Directional,Passenger_Cars_Only,Centered,
21271,Daylight,Cloudy,Residential,Dry,Low,None,No,2,None,Clear,None,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,None,Passenger_Cars_Only,Centered,
