,country,time_of_day,lat,long,road_type,road_condition,weather,solar_angle_elevation,month,hour,forward_acceleration,lateral_acceleration,forward_velocity,lateral_velocity,field_view_horizontal,camera_distance_from_ground,camera_pitch_angle,distortion_magnitude,camera_offset,laplacian,quality,brightness,noisiness,sharpness,contrast,complexity,temperature_2m,relative_humidity_2m,rain,snowfall,cloud_cover,cloud_cover_low,cloud_cover_mid,wind_speed_10m,weather_code
48361,DE,day,51.51496758605961,7.474314145290591,city,wet,partly-cloudy-day,15.086137267198438,12,12,1.1349507396401608,-0.8765874320343845,25.51628909075193,0.1409042941712392,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,149.85612288422337,0.7111522,0.20751035,0.9980388,0.9940752,0.09763,0.07353849,6.8364996910095215,73.0238265991211,0.0,0.0,27.0,40.0,0.0,15.59676742553711,1.0
23592,SE,day,55.60102312526805,13.00162986942856,city,normal,partly-cloudy-day,20.38186581148979,5,16,1.1557789969504066,-2.297633614580828,36.413739685900005,0.1472399018147773,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,95.21711807094076,0.76357484,0.27605942,0.9935411,0.994928,0.12532619,0.14564572,13.473999977111816,76.75687408447266,0.0,0.0,84.0,1.0,14.0,6.830519199371338,3.0
51288,PL,twilight,52.21750137557408,20.97786415505063,arterial-urban,normal,partly-cloudy-night,-3.935238603393614,4,18,-1.1875824586614303,-0.6604818984205838,2.8511043682258053,0.0006343663333555,120.0310462140434,1.129930671152837,0.7839397138594092,0.0339008523862861,14.273953023409025,38.1222239889099,0.761182,0.26270697,0.9987362,0.98420185,0.19330631,0.16677795,10.683000564575195,74.74726104736328,0.0,0.0,34.0,0.0,34.0,2.968636035919189,1.0
44003,PL,day,52.267572258107336,20.97624747991533,city,normal,cloudy,24.93656438583996,4,6,-3.716759287604607,-0.8812857073560874,44.62736013266896,-0.4971806529675048,120.581700743319,1.136123277061316,1.6937316964155458,0.0372505490510181,14.756775720979997,230.17069946559624,0.6403339,0.08502583,0.991041,0.9117446,0.20386745,0.22004105,9.085000038146973,84.93510437011719,0.0,0.0,74.0,0.0,74.0,8.654987335205078,2.0
8559,DE,day,50.9273581513598,6.909103747810194,city,normal,rain,1.90856676360616,11,15,0.4003346193210266,-1.5986065728163548,29.241450999200648,0.1286749454582924,121.1604837134374,1.125060013269004,-0.8407723553183722,0.088727668963989,31.73622738887918,144.40104681505974,0.54882485,0.096409045,0.9917544,0.95437175,0.09512922,0.1666933,11.795499801635742,78.06320190429688,0.0,0.0,88.0,61.0,85.0,18.10409927368164,3.0
7722,DE,day,50.95334199843554,6.921349063838804,city,normal,partly-cloudy-day,8.176259704329112,11,8,0.792545485366504,-0.3582031679357049,25.881258951406146,0.1740057238222087,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,100.58240537468028,0.56429404,0.08843752,0.99669766,0.9927573,0.099406295,0.107622534,5.745499610900879,90.71570587158205,0.0,0.0,50.0,47.0,34.0,8.287821769714355,2.0
96070,DE,night,50.11408137623144,8.642331430414016,arterial-urban,normal,partly-cloudy-night,-20.75326717040022,10,18,-0.2775104151738398,-0.3432933339402175,47.615703603754426,-0.0049551318747017,121.0847164834004,1.128847994220851,1.4188265638518474,0.0247496022748684,37.79941028289983,114.69294842547478,0.52931947,0.15894197,0.99663985,0.992153,0.069431335,0.09736542,7.290999889373779,91.13929748535156,0.0,0.0,47.0,5.0,46.0,9.504273414611816,1.0
6419,DE,twilight,50.93650156188005,6.970256176953058,city,normal,rain,-2.3331867386836933,11,15,2.7994221165087683,-0.7316730050523114,2.045035491403476,-0.0904267572203957,121.1604837134374,1.125060013269004,-0.8407723553183722,0.088727668963989,31.73622738887918,151.5125389005305,0.7640728,0.23004004,0.99677235,0.9869912,0.10776871,0.12192804,11.32800006866455,81.51593780517578,0.0,0.0,99.0,99.0,85.0,15.646544456481934,3.0
90704,PL,day,54.44421603698744,18.559404476076168,arterial-urban,wet,partly-cloudy-day,51.86831819720575,5,8,0.3423845717889863,-0.8659566033122874,46.127208308015085,-0.4028199939495693,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,54.23519477544649,0.5253403,0.12913147,0.9952473,0.9654147,0.084746584,0.11367007,10.50749969482422,84.5150146484375,0.5,0.0,74.0,65.0,53.0,13.089353561401367,53.0
49115,PL,day,52.2517785908753,21.037826571273683,city,wet,rain,21.31733132971975,4,15,-0.656245840523828,-0.24621668290082,38.3552532463625,0.1533526962352756,120.0310462140434,1.129930671152837,0.7845076667532294,0.0339008523862861,14.273953023409025,48.07900214011187,0.5575649,0.0899434,0.9919194,0.9513876,0.15770867,0.16379428,3.239000082015991,95.16312408447266,0.6000000238418579,0.0,100.0,75.0,100.0,12.64107608795166,53.0
31312,PL,day,54.4022416685211,18.62318793398128,city,normal,clear-day,48.04122694868506,6,8,1.3463513721869291,-2.0448452324258244,41.76218352132231,-0.3441197023271968,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,48.64999707242631,0.53119487,0.1357832,0.99488235,0.9703518,0.074322715,0.08945872,17.01500129699707,69.36292266845703,0.0,0.0,6.0,0.0,6.0,10.10568141937256,0.0
97500,FR,day,43.732936739070425,7.2395203290189984,highway,normal,clear-day,16.665466818573094,2,7,-0.3374108495295563,0.8678622726947611,86.38028171318098,-0.4177282991475088,121.2376221304691,1.124371377834915,1.0297874529707356,0.0207499795669303,16.47928310679553,43.22463529931439,0.5871786,0.0904415,0.9865348,0.9630991,0.10788311,0.20163415,11.703499794006348,63.93877029418945,0.0,0.0,0.0,0.0,0.0,4.320000171661377,0.0
23399,PL,night,52.2371009511244,21.01819365199506,city,normal,partly-cloudy-night,-8.922636478995884,4,18,3.977499874635057,-0.4892248820802258,20.61445169777706,-0.1900451539045537,120.581700743319,1.136123277061316,1.6937316964155458,0.0372505490510181,14.756775720979997,21.53656009954396,0.7847185,0.31863463,0.9983714,0.9749234,0.29320207,0.20961484,7.237500190734863,87.7282485961914,0.0,0.0,25.0,0.0,24.0,6.618519306182861,1.0
74846,IT,night,41.84035539903479,12.59157191634178,arterial-rural,normal,clear-night,-25.25800555595633,8,20,2.4790021511011697,-1.1254631869225118,80.64971221902938,-0.370961389594406,120.9702880538638,1.102109518675779,0.9413256208462162,0.0465482622168124,39.98099524207568,96.51149109320438,0.70620173,0.14337982,0.99066836,0.975684,0.065054625,0.2092042,24.41349983215332,81.115234375,0.0,0.0,0.0,0.0,0.0,3.5999999046325684,0.0
15306,PL,day,54.389190906473225,18.60851354200289,city,normal,partly-cloudy-day,8.958969796160602,6,17,0.4687685045288736,-0.6998848894928833,58.31190016181053,-0.7028560188602792,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,91.0621418030824,0.54009014,0.14230986,0.9860372,0.89873564,0.12793021,0.12508614,17.4064998626709,59.58029174804688,0.0,0.0,55.0,0.0,0.0,8.473393440246582,2.0
12683,SE,day,55.6019149330455,13.005690034662711,city,normal,partly-cloudy-day,48.73427555039124,5,13,0.9548134673680516,-0.9362986001781638,37.4797957030466,0.0197741394047557,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,57.94800416814164,0.5951702,0.23627624,0.99433005,0.98693895,0.16438124,0.18154305,15.512999534606934,60.753849029541016,0.0,0.0,96.0,5.0,37.0,11.50311279296875,3.0
37776,PL,night,52.2290841400902,20.976667722577403,city,normal,partly-cloudy-night,-7.341492233236366,4,18,0.0215955863477056,-0.5523027664817838,51.73487787822634,-0.4073777292824748,120.581700743319,1.136123277061316,1.6937316964155458,0.0372505490510181,14.756775720979997,29.68962007442549,0.79707855,0.40363204,0.9987092,0.96796006,0.30605695,0.16340384,7.965500354766846,83.64217376708984,0.0,0.0,26.0,0.0,26.0,5.58870267868042,1.0
56696,PL,day,54.40102612491368,18.5738679190678,arterial-urban,normal,partly-cloudy-day,52.74557682235162,5,9,2.616945136061278,-1.2080678489638537,34.21027082829443,-0.4012305214995947,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,72.69910398949811,0.5959528,0.15202339,0.99126136,0.9604174,0.13364269,0.157052,11.172000885009766,81.49535369873047,1.2000000476837158,0.0,84.0,23.0,82.0,12.313894271850586,55.0
1817,FR,day,43.29553543221198,5.374350009932398,city,normal,clear-day,32.938254356125675,2,13,-0.3104079074848334,1.497825559363032,0.0066808355398436,-0.0042623304866565,121.2376221304691,1.124371377834915,1.027903171759739,0.0207499795669303,16.47928310679553,82.01748563112632,0.7425198,0.14913122,0.997138,0.993342,0.2222567,0.096031696,15.944000244140623,55.699440002441406,0.0,0.0,1.0,1.0,0.0,35.30937576293945,0.0
19285,DE,day,50.95897615037468,6.952228194514047,city,normal,partly-cloudy-day,5.224481426272234,11,7,1.2230076144897946,0.2510250381361718,13.007960471338684,0.0465954828727557,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,53.380127661564096,0.5379302,0.092888154,0.99216706,0.94655436,0.14591864,0.20515403,5.745499610900879,90.71570587158205,0.0,0.0,50.0,47.0,34.0,8.287821769714355,2.0
52384,FR,day,43.27195402827815,5.391689710985989,arterial-urban,normal,clear-day,28.837058419648848,2,9,-1.349905910749004,-0.9348226749289624,5.178583903895298,-0.0114576252224597,121.2376221304691,1.124371377834915,1.0292988919458896,0.0207499795669303,16.47928310679553,165.09673429545987,0.67902285,0.15716933,0.9938531,0.9203594,0.18094641,0.10467718,14.361499786376951,81.36880493164062,0.0,0.0,0.0,0.0,0.0,6.119999885559082,0.0
8568,PL,day,52.22150150258112,21.07185994801529,city,normal,partly-cloudy-day,51.86663852888167,4,10,0.6835728245476003,-0.3672598607200681,70.07912000391549,-0.4116720617745533,120.581700743319,1.136123277061316,1.6919306284555886,0.0372505490510181,14.756775720979997,82.83083574478164,0.69471604,0.15843344,0.9971846,0.9805362,0.15752299,0.13140534,7.401999950408935,45.237735748291016,0.0,0.0,93.0,91.0,92.0,6.92473840713501,3.0
15915,DE,twilight,50.94145401426066,6.973453305716453,city,normal,rain,-2.871101673292557,11,15,0.456965974211755,-4.692168025827258,28.770266726562056,-0.0524624657295404,121.1604837134374,1.125060013269004,-0.8407723553183722,0.088727668963989,31.73622738887918,59.4883824647916,0.7538449,0.25363547,0.9978956,0.99382824,0.120133236,0.11459436,11.3149995803833,81.51422119140625,0.0,0.0,99.0,99.0,85.0,15.646544456481934,3.0
73032,PL,day,52.21700154976736,21.000016718629656,arterial-urban,normal,partly-cloudy-day,49.52497276062567,4,11,2.59894003927408,-0.6225934143090298,2.7337765764277067,-0.0246400969736924,120.581700743319,1.136123277061316,1.6937316964155458,0.0372505490510181,14.756775720979997,84.3832883577744,0.5500693,0.17029944,0.9937582,0.9418967,0.114117615,0.13728593,12.826499938964844,73.3532485961914,1.399999976158142,0.0,66.0,23.0,46.0,19.3865909576416,61.0
8148,SE,day,55.59552149789091,13.022085897212213,city,normal,cloudy,48.380907769932406,5,13,-1.1663797536916989,-1.050626776859504,33.64170750339395,-0.112150870335885,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,49.14039784835529,0.748874,0.15537974,0.99621373,0.9765852,0.23263328,0.10225085,15.62399959564209,65.69538879394531,0.0,0.0,99.0,35.0,5.0,18.94708251953125,3.0
20075,PL,day,54.38830343499146,18.6093234010794,city,normal,partly-cloudy-day,8.958969796160602,6,17,-2.56918200713956,-0.0097471853359429,49.62561094543726,-0.446427711626332,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,162.9294790207192,0.5885389,0.18205778,0.9911088,0.86089224,0.13661323,0.26436505,17.386999130249023,59.57560729980469,0.0,0.0,55.0,0.0,0.0,8.473393440246582,2.0
42924,DE,day,51.318515772634434,12.407207429314845,city,normal,partly-cloudy-day,35.375151425201295,9,10,3.3048182679090456,-2.0647391691321344,47.79796017597631,-0.349566284824772,121.0847164834004,1.128847994220851,1.4188265638518474,0.0247496022748684,37.79941028289983,61.92884020512318,0.6897976,0.19077629,0.9941559,0.970728,0.11399316,0.12502761,17.23699951171875,65.38613891601562,0.0,0.0,88.0,86.0,0.0,5.014219284057617,3.0
15208,DE,day,50.93333619767765,6.976774961216719,city,normal,partly-cloudy-day,13.606629815087402,11,9,1.826011058644524,-0.4883709080505362,0.628655776078288,-0.039176363284679,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,92.07465733561251,0.6476687,0.13980693,0.99469006,0.95462656,0.2278144,0.18685111,,,,,,,,,
37153,SE,day,55.606313112033874,13.021800038120189,city,normal,cloudy,49.19792936082699,5,13,-1.73224377174217,-0.9107909175439396,19.89253744225996,0.0057007393557974,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,86.11378635667134,0.6198028,0.2387219,0.9953152,0.9670209,0.12715125,0.108103134,15.630499839782717,65.69679260253906,0.0,0.0,99.0,35.0,5.0,18.94708251953125,3.0
44045,PL,day,52.23308138932142,20.981977740523817,city,wet,rain,29.92226730421717,4,14,3.039395809767802,-0.9297278001963704,38.90771086529837,0.1273480149573224,120.0310462140434,1.129930671152837,0.7845076667532294,0.0339008523862861,14.273953023409025,195.62022193388285,0.6079732,0.104117125,0.9956929,0.97276366,0.11133392,0.13543731,2.882999897003174,95.829345703125,0.699999988079071,0.0,100.0,96.0,100.0,12.181625366210938,53.0
41058,DE,night,52.54107126295056,13.393962398864195,city,normal,partly-cloudy-night,-26.242780259613014,9,20,3.936309951687681,-2.26390901015014,20.635794050266803,0.0679000328518752,120.9702880538638,1.11944171485232,-0.8395695537100034,0.0465482622168124,39.98099524207568,123.19381629885666,0.71467197,0.13608585,0.9903447,0.99249214,0.13819978,0.18837544,21.230499267578125,66.66374206542969,0.0,0.0,0.0,0.0,0.0,8.37338638305664,0.0
66772,DE,night,52.519769053596754,13.413725254318352,arterial-urban,normal,partly-cloudy-night,-16.708771241103392,9,19,2.23292710808825,-0.3020925038526312,12.875818955356197,0.1172252623971432,120.9702880538638,1.11944171485232,-0.8395695537100034,0.0465482622168124,39.98099524207568,109.82047647849843,0.73442936,0.18580085,0.9967886,0.9576792,0.22156857,0.37600222,22.208499908447266,63.11268615722656,0.0,0.0,0.0,0.0,0.0,8.534353256225586,0.0
32265,SE,day,55.58438114690686,12.97691065053694,city,normal,partly-cloudy-day,54.5693719296971,5,10,0.4398182963892555,-1.190582016632963,38.01112166960859,-0.0170671427180008,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,109.50151767739813,0.8023698,0.26879275,0.99632734,0.9652152,0.28021535,0.24366301,15.204500198364258,65.82642364501953,0.0,0.0,55.0,0.0,18.0,16.422470092773438,2.0
7519,PL,day,52.24334891232919,21.037786539898462,city,normal,clear-day,42.63728976526519,4,8,0.0777447256341398,-0.4687774289782888,0.1563107670602282,-0.0032131531643253,120.0310462140434,1.129930671152837,0.7834161288230759,0.0339008523862861,14.273953023409025,68.0765324646534,0.8499792,0.29777277,0.9953371,0.9920507,0.28919837,0.18141484,9.5649995803833,51.17511367797852,0.0,0.0,0.0,0.0,0.0,12.738099098205566,0.0
48690,FR,day,43.603318989892905,3.8881912819993225,city,normal,clear-day,40.41965289387474,3,10,0.1646831092846785,-0.8675531219642244,27.10336325771782,-0.2098014583968934,121.2376221304691,1.124371377834915,1.0297874529707356,0.0207499795669303,16.47928310679553,90.84185120028332,0.41011474,0.088561684,0.9901264,0.7230127,0.14054105,0.23046783,13.156499862670898,41.50798797607422,0.0,0.0,0.0,0.0,0.0,11.54247760772705,0.0
11189,DE,day,50.91339787422616,6.940877980580926,city,normal,rain,0.0178005898116992,11,15,0.3179269330454968,-0.0445119330780084,29.50751491356584,0.1635979835398743,121.1604837134374,1.125060013269004,-0.8407723553183722,0.088727668963989,31.73622738887918,63.797646803352265,0.5210423,0.14683318,0.99370825,0.94289535,0.12427382,0.111604825,11.262999534606934,81.50737762451172,0.0,0.0,99.0,99.0,85.0,15.646544456481934,3.0
26171,SE,day,55.57963647961787,12.999949023742474,city,normal,partly-cloudy-day,18.02549684701627,5,17,0.5008021807517995,-1.7581239571886522,41.61258135774638,-0.1764271194473091,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,75.9549248812236,0.6430912,0.17860104,0.99061465,0.6801415,0.23595606,0.26743048,13.4350004196167,76.75065612792969,0.0,0.0,84.0,1.0,14.0,6.830519199371338,3.0
17376,SE,twilight,67.85477869006858,20.227778657668217,city,snow,fog,-2.758276025796292,1,12,-1.666951919293067,-0.7772020206644084,17.831183187873997,0.2166346668064092,120.6309216201748,1.128509700670556,0.9954058860874094,0.0196658702198471,15.86302969406678,46.559017292726274,0.48402306,0.18544996,0.99143195,0.680984,0.16843684,0.26498777,-17.714000701904297,82.55169677734375,0.0,0.0,94.0,94.0,0.0,7.412853240966797,3.0
56248,DE,day,50.95124666496429,6.959199979430438,arterial-urban,normal,partly-cloudy-day,4.764218009521315,11,7,-0.6202209496004317,-0.4637799362771554,26.128042888853827,0.0442569220881684,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,110.30895279922936,0.65276706,0.09067496,0.9946002,0.9738305,0.13850024,0.22606452,5.738999843597412,90.71524047851562,0.0,0.0,50.0,47.0,34.0,8.287821769714355,2.0
15250,SE,day,55.59936819170901,12.988666839931868,city,normal,partly-cloudy-day,54.16385912099613,5,10,2.514362429010801,0.0334179006573856,38.35659926157348,-0.0571728397257492,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,143.8276275403649,0.7292049,0.13050029,0.99340713,0.8769312,0.17337868,0.30010158,15.159000396728516,65.81661224365234,0.0,0.0,55.0,0.0,18.0,16.422470092773438,2.0
15587,FR,day,43.31435275611232,5.387410005754695,city,normal,clear-day,36.44390619825767,2,12,1.4205828157694536,-1.3404010549381953,20.92903140801248,-0.2675790652333573,121.2376221304691,1.124371377834915,1.027903171759739,0.0207499795669303,16.47928310679553,26.88621503767561,0.76599497,0.2108858,0.9964682,0.96745783,0.19546732,0.21240284,16.13650131225586,54.42889022827149,0.0,0.0,3.0,2.0,0.0,27.1412296295166,0.0
18403,SE,day,55.59801518009214,12.973843444107152,city,normal,partly-cloudy-day,44.53846289323698,5,13,1.0989879976071424,-0.8991093801327777,28.565250319035805,0.1786113647915247,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,146.82745177750408,0.58235395,0.0725041,0.99438465,0.9552511,0.20660971,0.32967785,14.973999977111816,65.33308410644531,0.0,0.0,77.0,23.0,35.0,2.099142551422119,2.0
94372,PL,day,54.35306058839994,18.64570681305698,arterial-urban,normal,clear-day,56.49101200490665,6,11,-2.931347087540884,-0.4977316200557901,38.485873566125015,-0.2649750034811463,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,141.15827074109788,0.7597771,0.2590808,0.9946989,0.9945146,0.121272735,0.08187477,19.28249931335449,60.227516174316406,0.0,0.0,2.0,0.0,0.0,15.192682266235352,0.0
9353,SE,day,55.598908201604864,12.984008655150229,city,normal,partly-cloudy-day,48.22971828762466,5,13,-2.239386053020008,-0.5998390579422723,18.12243874386956,0.0174669716580492,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,67.5988971099188,0.59150434,0.12477296,0.9942365,0.9568241,0.13287532,0.12835881,15.512999534606934,60.753849029541016,0.0,0.0,96.0,5.0,37.0,11.50311279296875,3.0
30093,SE,day,55.60685816573248,13.004391137593409,city,normal,cloudy,23.576214539469376,5,16,1.196841096032928,-0.8203130863314498,30.350069391231308,0.1761862351233539,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,157.50155012116988,0.50319546,0.1335734,0.9937524,0.9557467,0.12924692,0.09976216,15.219499588012695,64.50841522216797,0.0,0.0,86.0,25.0,38.0,10.495713233947754,3.0
11270,SE,day,55.584136240354,13.018979699392268,city,normal,cloudy,25.411108677539616,5,16,0.40412430064178,-0.1928904482056817,40.97672922078603,-0.1582197985753641,121.100845132532,1.131092790341723,0.8810810877117011,0.0287084897382195,34.136425977591585,49.87110745592956,0.58694303,0.16744922,0.9956039,0.9751075,0.14486152,0.07975507,14.017499923706056,72.58222198486328,0.0,0.0,81.0,1.0,4.0,9.686609268188477,3.0
58465,NO,day,63.09823945088537,9.52382848513744,arterial-rural,snow,rain,8.776609709129772,2,8,-0.328040412898024,-1.3177453349025627,52.6791452549933,-0.0405053431979794,121.8558717032652,1.12456066455856,0.2919903037510977,0.0784849875174295,34.79395280223011,33.67718681646706,0.6614946,0.114204414,0.9952136,0.96818215,0.21555015,0.32170048,2.4175000190734863,85.0909652709961,0.0,0.4200000166893005,97.0,30.0,97.0,9.904906272888184,73.0
85998,SE,night,60.63130362058255,16.99324290542226,arterial-urban,snow,cloudy,-30.68922535738794,1,18,-0.1620434514373402,0.5136493706393743,59.93357659615702,-0.6270668545822029,120.4121940536434,1.096924474809985,0.0041869554046097,0.0498689260528878,22.4702791665162,57.26622396166003,0.68406534,0.17024446,0.98822975,0.9622733,0.18124707,0.41838905,-0.7389999628067017,92.5942153930664,0.0,0.0,99.0,96.0,97.0,11.246759414672852,3.0
38716,PL,day,54.40697437326305,18.6285178776349,city,normal,clear-day,48.37234009405307,6,8,0.9955666681405284,-0.3875360244747741,24.3968737838664,-0.1505417988792941,120.7571865009013,1.146133774946981,-0.1805215477089987,0.0721550162525081,23.97482685304935,59.65301294520583,0.50130105,0.14560015,0.9886636,0.9216157,0.113770604,0.12821218,16.995500564575195,69.35908508300781,0.0,0.0,6.0,0.0,6.0,10.10568141937256,0.0
34017,DE,day,50.93890458379065,6.9376468670150375,city,normal,partly-cloudy-night,2.863881171624101,11,7,-1.3618952997249514,-2.6020662397669567,4.087414648296737,-0.0552565392069143,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,50.83009831580028,0.5167102,0.11720393,0.99381953,0.83937275,0.12600082,0.186229,5.382499694824219,90.37196350097656,0.0,0.0,87.0,85.0,85.0,7.928177833557129,3.0
98243,DE,night,51.52742019687242,7.663266412720332,arterial-urban,normal,cloudy,-24.756627878511463,12,18,0.0768471062675969,-1.2003942503787608,0.0221018339033464,-0.059818998154934,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,119.71367419623525,0.41356805,0.06304445,0.98534924,0.8379374,0.108776666,0.18936016,5.164999961853027,97.2526626586914,0.0,0.0,100.0,100.0,22.0,2.27683973312378,3.0
84233,SE,night,64.1997837879907,19.71234549911256,smaller-rural,wet,partly-cloudy-night,-12.237411045347583,3,19,-1.874330200466868,0.3089789187923871,42.742527374174266,0.1497336289731075,120.6802679025302,1.091214386508083,-0.7531883635207067,0.0575832107783082,19.153658261130506,138.01793036359328,0.5263682,0.07985851,0.9920365,0.9394403,0.07435786,0.13335943,-0.8425000309944153,99.2721176147461,0.0,0.0,99.0,97.0,0.0,14.68958854675293,3.0
25641,IT,day,45.46125041786881,9.20687825411781,city,normal,clear-day,61.85917892024838,7,10,0.3829909016782517,-1.423227786931615,35.77019567423228,0.3456932020807934,120.9702880538638,1.102109518675779,0.9415250836037842,0.0465482622168124,39.98099524207568,134.13866521622157,0.65222603,0.15847924,0.9940247,0.9629542,0.14852802,0.2819156,31.7135009765625,44.26177978515625,0.0,0.0,47.0,4.0,6.0,5.495161056518555,1.0
71536,IT,night,41.8269715778688,12.583329714441954,highway,normal,clear-night,-28.399729956859417,8,21,-0.5155324134702292,0.648256102632794,87.31812476682822,-0.1401366750825971,120.9702880538638,1.102109518675779,0.9413256208462162,0.0465482622168124,39.98099524207568,107.81192230341344,0.81975204,0.4856252,0.9903349,0.9768025,0.28165898,0.22304238,24.89099884033203,75.1668701171875,0.0,0.0,9.0,0.0,9.0,4.896529197692871,0.0
99045,DE,day,50.949336086671714,6.979729502671276,smaller-rural,normal,partly-cloudy-day,15.397467659368855,11,9,0.6219312938988627,0.6069137106852807,29.26647982972196,-0.0083681532968805,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,387.331980563291,0.714439,0.28909603,0.9957207,0.98483247,0.13426618,0.16490735,7.234499931335449,85.02432250976562,0.1000000014901161,0.0,36.0,31.0,14.0,10.58791732788086,51.0
73631,NO,day,63.426452437065336,10.67200905440134,arterial-rural,normal,cloudy,14.419953052011095,2,10,4.473534012913629,-1.6395519385399666,82.96905443101473,-0.1222182318640635,121.8558717032652,1.12456066455856,0.2919903037510977,0.0784849875174295,34.79395280223011,66.14127320138263,0.42352885,0.09972096,0.9920322,0.92264664,0.095138796,0.13547562,4.65749979019165,61.14933776855469,0.0,0.0,69.0,0.0,50.0,6.952754497528076,2.0
11919,DE,day,50.9512499770858,6.926149734599544,city,normal,partly-cloudy-day,8.322285202673768,11,8,-0.1085091703675767,-0.8503772011366078,27.748935962230146,0.1021354142477586,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,98.62171245596672,0.5587018,0.12701468,0.9943705,0.9769959,0.075421,0.15567948,5.745499610900879,90.71570587158205,0.0,0.0,50.0,47.0,34.0,8.287821769714355,2.0
36564,SE,twilight,59.27119968755903,15.202994148691827,city,normal,partly-cloudy-night,-1.4561996439881568,5,19,1.2389280753750225,0.4707768329746214,44.71179960698995,0.1332762433395197,121.8558717032652,1.128173733560131,1.732561819006846,0.0784849875174295,34.79395280223011,184.1201893619978,0.49908137,0.16069646,0.9889966,0.75230265,0.16943938,0.30761003,7.38599967956543,50.19528579711914,0.0,0.0,4.0,0.0,4.0,9.0,0.0
43071,DE,day,50.92187936946608,6.939274578410931,city,normal,partly-cloudy-day,17.20369877187565,11,10,-0.7545284111553994,1.194454728300096,15.460869941774025,0.1017431893630832,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,175.44399767731036,0.6729927,0.10975329,0.9974757,0.9952285,0.10041963,0.09366585,7.189000129699707,85.01927947998047,0.1000000014901161,0.0,36.0,31.0,14.0,10.58791732788086,51.0
83026,SE,day,62.846395961258615,17.99804822106604,arterial-rural,snow,rain,19.777540653312244,3,13,-1.0421353319765136,-1.2560864313256308,102.22338399349722,-0.2504294807879508,120.6802679025302,1.091214386508083,-0.7525103523348776,0.0575832107783082,19.153658261130506,43.39629059231728,0.6853207,0.22756287,0.996582,0.98021257,0.17366944,0.077579804,1.7214999198913574,81.07112121582031,0.0,0.0,89.0,87.0,15.0,2.968636035919189,3.0
96867,IT,night,41.89144515768344,12.380953873683245,smaller-rural,normal,clear-night,-26.472697440348085,8,21,-1.045337481777217,-0.6949052570046362,98.965796859192,-0.2997306451834013,120.9702880538638,1.102109518675779,0.9413256208462162,0.0465482622168124,39.98099524207568,109.98326649191992,0.6271927,0.08002828,0.9906465,0.82355404,0.10929275,0.18512265,24.56800079345703,73.04527282714844,0.0,0.0,9.0,0.0,9.0,6.6380720138549805,0.0
37520,DE,day,50.95459617448248,6.98837342517887,city,normal,partly-cloudy-day,14.903905593669847,11,9,0.4952867652853548,1.9819343493442405,28.69868100969184,0.0772519943418743,121.1604837134374,1.125060013269004,-0.8404232933982806,0.088727668963989,31.73622738887918,47.59774457330073,0.738018,0.26641917,0.99382186,0.9813782,0.25006875,0.23516773,6.599499702453613,87.66927337646484,0.0,0.0,57.0,21.0,50.0,9.746630668640137,2.0
