,Time_of_Day,Weather_Condition,Road_Environment_Type,Road_Surface_Condition,Traffic_Density,Pedestrian_Presence,Cyclist_Presence,Number_of_Visible_Lanes,Intersection_Type,Lane_Marking_Visibility,Artificial_Lighting_Source,Crosswalk_Presence,Vertical_Road_Profile,Horizontal_Road_Curvature,Infrastructure_Barriers,Building_Density,Vegetation_Level,Traffic_Sign_Presence,Vehicle_Composition,Ego_Vehicle_Lane_Position,Ego_Vehicle_Lane_POSITION,conf,iou,lrp
46098,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Slight_Right,Concrete_Median,Low_Density_Urban,Sparse,,Passenger_Cars_Only,Centered,,0.46840097648756845,0.0,0.0
46286,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.528836020401546,0.0,0.0
46343,Dawn/Dusk,Rainy,Urban,Wet,Moderate,,No,2,Four-Way,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.614340606544699,0.0,0.0
46454,Night,Clear,Highway,Dry,Moderate,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.654895774342797,0.0,0.0
46530,Night,Clear,Highway,Dry,Empty,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Directional,No_Vehicles,Centered,,0.5002910196781158,0.0,0.0
46534,Daylight,Clear,Residential,Dry,Empty,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,No_Vehicles,Centered,,0.4631902687251568,0.0,0.0
47274,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,T-Junction,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5607827528199153,0.0,0.0
47344,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5725494176149368,0.0,0.0
47365,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,2,Four-Way,Clear,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Public_Transit_Focus,Centered,,0.6196748309514739,0.0,0.0
47430,Dawn/Dusk,Cloudy,Residential,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5005465776755892,0.0,0.0
47549,Daylight,Cloudy,Residential,Dry,Low,,No,2,,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6091102729825413,0.0,0.0
47802,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,,Passenger_Cars_Only,Centered,,0.6454722947544522,0.0,0.0
47827,Daylight,Cloudy,Residential,Dry,Low,Near_Roadside,No,2,,Absent,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,,Passenger_Cars_Only,Centered,,0.6111323120801345,0.0,0.0
47882,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Faded,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Mixed_Heavy_Traffic,Centered,,0.5200980769263374,0.0,0.0
48095,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Faded,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5561493579988126,0.0,0.0
48226,Daylight,Cloudy,Urban,Dry,Low,Crossing_Road,No,1,,Absent,,No,Uphill,Slight_Left,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5862929381822285,0.0,0.0
48239,Daylight,Clear,Residential,Dry,Low,On_Sidewalk,Yes,2,,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5685031806880777,0.0,0.0
48255,Daylight,Cloudy,Residential,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Public_Transit_Focus,Centered,,0.5956707563665178,0.0,0.0
48312,Daylight,Rainy,Urban,Wet,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5253009727677783,0.0,0.0
48400,Night,Clear,Urban,Dry,Moderate,,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.4634299650788307,0.0,0.0
48558,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Mixed_Heavy_Traffic,Centered,,0.5729269674330046,0.0,0.0
48564,Night,Clear,Urban,Dry,Low,,Yes,2,,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,,Regulatory,Passenger_Cars_Only,Centered,,0.6195891723036766,0.0,0.0
48806,Daylight,Clear,Residential,Dry,Low,,No,2,,Clear,,No,Uphill,Straight,Curb,Low_Density_Urban,Park-like,Regulatory,Passenger_Cars_Only,Centered,,0.6254316349824269,0.0,0.0
48891,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,Yes,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5019947648048401,0.0,0.0
49032,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,High_Rise,,Regulatory,Passenger_Cars_Only,Centered,,0.4930230953344485,0.0,0.0
49084,Daylight,Cloudy,Urban,Dry,High/Congested,,No,3,Four-Way,Clear,,No,Flat,Straight,Concrete_Median,High_Rise,Sparse,Regulatory,Public_Transit_Focus,Centered,,0.5528826663891474,0.0,0.0
49156,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,2,,Clear,,Yes,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5336587809026241,0.0,0.0
49222,Daylight,Clear,Urban,Dry,Moderate,,Yes,3,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5462484681417071,0.0,0.0
49300,Daylight,Cloudy,Residential,Dry,Low,,No,2,,Absent,,No,Flat,Slight_Left,Curb,Low_Density_Urban,Moderate,,Passenger_Cars_Only,Centered,,0.4186277687549591,0.0,0.0
49381,Daylight,Rainy,Urban,Wet,Moderate,,No,3,Four-Way,Faded,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5712674890955289,0.0,0.0
49513,Daylight,Rainy,Urban,Wet,Low,Crossing_Road,No,2,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Public_Transit_Focus,Centered,,0.5810723251530102,0.0,0.0
49521,Night,Clear,Urban,Dry,Low,,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5424742533100976,0.0,0.0
49582,Daylight,Clear,Rural,Dry,Empty,,No,2,T-Junction,Faded,,Yes,Flat,Straight,Curb,,Moderate,Regulatory,No_Vehicles,Centered,,0.4319201298058033,0.0,0.0
49814,Night,Clear,Urban,Dry,Moderate,,No,3,,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,,Directional,Mixed_Heavy_Traffic,Centered,,0.5676464095260157,0.0,0.0
49983,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,3,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,,Passenger_Cars_Only,Centered,,0.6068769113013619,0.0,0.0
50118,Daylight,Clear,Urban,Dry,Moderate,,No,4,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5559622398236903,0.0,0.0
50281,Daylight,Clear,Residential,Dry,Low,,No,2,,Clear,,No,Flat,Slight_Left,Noise_Wall,Low_Density_Urban,Moderate,Warning,Passenger_Cars_Only,Centered,,0.5100814082792827,0.0,0.0
50354,Daylight,Cloudy,Urban,Dry,Moderate,,No,2,T-Junction,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6147622499201033,0.0,0.0
50540,Twilight,Snowy,Urban,Snow_Covered,Low,On_Sidewalk,No,2,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5983821310495075,0.0,0.0
50644,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Noise_Wall,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5803404053052267,0.0,0.0
50665,Dawn/Dusk,Clear,Urban,Dry,Low,,No,2,Four-Way,Faded,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.563655361533165,0.0,0.0
50728,Daylight,Cloudy,Residential,Dry,Low,,No,2,Roundabout,Clear,,Yes,Flat,Straight,Concrete_Median,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5629236812774951,0.0,0.0
50773,Daylight,Cloudy,Urban,Dry,Empty,On_Sidewalk,No,1,,Faded,Street_Lights,No,Flat,Slight_Right,Noise_Wall,Industrial,Moderate,Regulatory,No_Vehicles,Centered,,0.4915249109268188,0.0,0.0
50774,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5171645825559442,0.0,0.0
50949,Daylight,Cloudy,Urban,Dry,High/Congested,,Yes,3,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,,Mixed_Heavy_Traffic,Centered,,0.5458492381232125,0.0,0.0
51261,Dawn/Dusk,Cloudy,Urban,Dry,High/Congested,,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5723933698954405,0.0,0.0
51932,Twilight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.4828385086854299,0.0,0.0
51977,Daylight,Cloudy,Residential,Dry,Low,On_Sidewalk,Yes,2,T-Junction,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,,Public_Transit_Focus,Centered,,0.5253710923371492,0.0,0.0
52155,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,High_Rise,Sparse,Warning,Public_Transit_Focus,Centered,,0.5006858837955138,0.0,0.0
52273,Daylight,Cloudy,Residential,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6207173602147535,0.0,0.0
52303,Night,Rainy,Urban,Wet,Moderate,,Yes,3,Four-Way,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Concrete_Median,,Dense_Forest,Multiple_Types,Passenger_Cars_Only,Centered,,0.5362261658906937,0.0,0.0
52360,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.47633784698016607,0.0,0.0
52705,Daylight,Cloudy,Urban,Wet,Empty,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,,Regulatory,No_Vehicles,Centered,,0.472440242767334,0.0,0.0
52831,Night,Rainy,Urban,Wet,Low,,Yes,2,Four-Way,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.548513551056385,0.0,0.0
52859,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5789750101310867,0.0,0.0
52882,Night,Clear,Urban,Dry,Low,,Yes,1,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5503566327847933,0.0,0.0
52944,Daylight,Foggy,Residential,Dry,Low,On_Sidewalk,No,2,,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.6057021423028066,0.0,0.0
53492,Dawn/Dusk,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,,Mixed_Heavy_Traffic,Centered,,0.5493402818838755,0.0,0.0
53498,Daylight,Cloudy,Residential,Dry,Moderate,,No,2,T-Junction,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,,Centered,0.7521598750147326,1.0,0.0
53514,Daylight,Cloudy,Urban,Dry,High/Congested,On_Sidewalk,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5917776499475752,0.0,0.0
53570,Daylight,Cloudy,Residential,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Sparse,,Mixed_Heavy_Traffic,Centered,,0.6003386814679418,0.0,0.0
53586,Dawn/Dusk,Clear,Highway,Dry,Low,,No,2,,Clear,Street_Lights,No,Downhill,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6184653270244599,0.0,0.0
53605,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,1,,Faded,,No,Downhill,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.6126571352835055,0.0,0.0
53724,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5492744048436483,0.0,0.0
53844,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,No,1,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5523738648210254,0.0,0.0
54284,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Uphill,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.6137132942676544,0.0,0.0
54620,Daylight,Clear,Urban,Dry,Low,,No,2,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Mixed_Heavy_Traffic,Centered,,0.5947284423040621,0.0,0.0
54906,Night,Clear,Urban,Dry,Empty,On_Sidewalk,No,2,Four-Way,Clear,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,No_Vehicles,Centered,,0.6158140911297365,0.0,0.0
54956,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.570874505653614,0.0,0.0
54959,Dawn/Dusk,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Slight_Right,Metal_Guardrail,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.720928301413854,0.0,0.0
54961,Dawn/Dusk,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Slight_Right,Metal_Guardrail,Sparse/Rural,Moderate,,Passenger_Cars_Only,Centered,,0.674714058637619,0.0,0.0
55066,Dawn/Dusk,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Slight_Right,Metal_Guardrail,Sparse/Rural,Moderate,,Passenger_Cars_Only,Centered,,0.7160027265548706,0.0,0.0
55095,Dawn/Dusk,Snowy,Rural,Wet,Empty,,No,2,,Faded,,No,Uphill,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Warning,No_Vehicles,Centered,,0.5025915106137594,0.0,0.0
55197,Dawn/Dusk,Cloudy,Rural,Icy,Empty,,No,2,,Occluded_by_Snow/Water,,No,Flat,Straight,,Sparse/Rural,Dense_Forest,,No_Vehicles,Centered,,0.0,0.0,0.0
55235,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Park-like,Directional,Passenger_Cars_Only,Centered,,0.5629093632102012,0.0,0.0
55320,Dawn/Dusk,Cloudy,Rural,Icy,Empty,,No,2,,Faded,,No,Flat,Straight,,Sparse/Rural,Sparse,Warning,No_Vehicles,Centered,,0.0,0.0,0.0
55406,Daylight,Cloudy,Urban,Wet,Low,,No,2,Roundabout,Clear,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6102708995342254,0.0,0.0
55575,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,1,,Clear,Street_Lights,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5629264531951201,0.0,0.0
55598,Night,Clear,Urban,Dry,Low,,No,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5511182925917886,0.0,0.0
55715,Daylight,Clear,Urban,Dry,High/Congested,Crossing_Road,No,3,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.57936624398357,0.0,0.0
55896,Night,Clear,Urban,Dry,Moderate,,No,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5042929780192491,0.0,0.0
56421,Daylight,Cloudy,Urban,Dry,Low,,No,2,,Clear,,No,Downhill,Straight,Concrete_Median,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5470761454531125,0.0,0.0
56842,Night,Rainy,Tunnel,Wet,Low,,No,2,,Clear,Tunnel_Lights,No,Flat,Straight,Noise_Wall,,,,Passenger_Cars_Only,Centered,,0.49316760897636414,0.0,0.0
57167,Night,Snowy,Rural,Snow_Covered,Low,,No,2,Roundabout,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Curb,,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.7744359506501092,0.0,0.0
57183,Dawn/Dusk,Clear,Urban,Dry,Moderate,,No,5+,Four-Way,Clear,,Yes,Flat,Straight,Curb,High_Rise,Sparse,Directional,Passenger_Cars_Only,Centered,,0.5333816352728251,0.0,0.0
57284,Daylight,Cloudy,Rural,Wet,Low,,No,2,,Clear,,No,Flat,Slight_Right,,Sparse/Rural,Moderate,Directional,Passenger_Cars_Only,Centered,,0.6425579071044922,0.0,0.0
57408,Daylight,Clear,Urban,Dry,Low,,No,3,Four-Way,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5450732409954071,0.0,0.0
57582,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5446646929615073,0.0,0.0
57606,Daylight,Cloudy,Highway,Dry,Moderate,,No,3,,Clear,,No,Flat,Slight_Right,Concrete_Median,,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.7075492143630981,0.0,0.0
57643,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,3,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.61589227818154,0.0,0.0
57645,Dawn/Dusk,Snowy,Rural,Icy,Empty,,No,2,,Occluded_by_Snow/Water,,No,Uphill,Straight,,Sparse/Rural,Sparse,,No_Vehicles,Centered,,0.7079077959060669,0.0,0.0
58009,Daylight,Rainy,Highway,Wet,Low,,No,2,,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,,Passenger_Cars_Only,Centered,,0.5117190480232239,0.0,0.0
58372,Daylight,Cloudy,Urban,Dry,Low,,No,2,Four-Way,Clear,,No,Flat,Slight_Right,Curb,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.5170739513376484,0.0,0.0
58595,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Concrete_Median,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5204407009813521,0.0,0.0
58752,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,Yes,3,Four-Way,Clear,,No,Flat,Straight,Curb,High_Rise,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.5808847927032633,0.0,0.0
58860,Night,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.45196719302071464,0.0,0.0
59148,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,3,,Clear,,No,Flat,Straight,Concrete_Median,High_Rise,Sparse,Directional,Public_Transit_Focus,Centered,,0.47164739810285117,0.0,0.0
59326,Night,Rainy,Urban,Wet,Moderate,,Yes,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.49091154589491376,0.0,0.0
59847,Daylight,Cloudy,Urban,Wet,Moderate,On_Sidewalk,No,3,Four-Way,Clear,Street_Lights,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.532251808204149,0.0,0.0
59868,Daylight,Clear,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.5113560226228502,0.0,0.0
59884,Dawn/Dusk,Cloudy,Urban,Dry,Moderate,On_Sidewalk,Yes,2,Four-Way,Clear,Vehicle_Headlights,Yes,Flat,Straight,Curb,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5223798770753164,0.0,0.0
60076,Daylight,Cloudy,Urban,Dry,Low,On_Sidewalk,No,2,,Clear,,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5309844572435726,0.0,0.0
60332,Daylight,Snowy,Urban,Snow_Covered,Low,,No,2,Four-Way,Occluded_by_Snow/Water,Vehicle_Headlights,No,Flat,Straight,Curb,Low_Density_Urban,Sparse,Directional,Passenger_Cars_Only,Centered,,0.6980821056799456,0.0,0.0
60485,Daylight,Cloudy,Residential,Wet,Moderate,,No,2,,Clear,Street_Lights,No,Flat,Slight_Left,Curb,Low_Density_Urban,Moderate,Directional,Passenger_Cars_Only,Centered,,0.4796878720323245,0.0,0.0
60527,Dawn/Dusk,Clear,Urban,Dry,Moderate,,No,2,,Clear,,No,Flat,Straight,Concrete_Median,Low_Density_Urban,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5910114370010517,0.0,0.0
60720,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,,Yes,Flat,Slight_Right,Metal_Guardrail,High_Rise,Moderate,Multiple_Types,Passenger_Cars_Only,Centered,,0.5916717996199926,0.0,0.0
60772,Daylight,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Noise_Wall,Industrial,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5214511411530631,0.0,0.0
60948,Night,Rainy,Highway,Wet,Low,,No,3,,Occluded_by_Snow/Water,Street_Lights,No,Flat,Straight,Concrete_Median,High_Rise,,Directional,Passenger_Cars_Only,Centered,,0.5598405545408075,0.0,0.0
61118,Dawn/Dusk,Cloudy,Rural,Wet,Low,,No,2,,Clear,Street_Lights,No,Uphill,Straight,,Sparse/Rural,Dense_Forest,,Passenger_Cars_Only,Centered,,0.5896848837534586,0.0,0.0
61155,Daylight,Clear,Urban,Dry,Low,,No,3,,Clear,,No,Flat,Slight_Left,Metal_Guardrail,Low_Density_Urban,Park-like,Multiple_Types,Passenger_Cars_Only,Centered,,0.5206408405845816,0.0,0.0
61286,Night,Clear,Highway,Dry,Low,,No,3,,Clear,Street_Lights,No,Flat,Straight,Metal_Guardrail,,Dense_Forest,Directional,Passenger_Cars_Only,Centered,,0.6577322317494286,0.0,0.0
61354,Daylight,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,,No,Uphill,Slight_Right,Curb,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.7107991711659865,0.0,0.0
61383,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,Yes,1,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.547508271797648,0.0,0.0
61626,Daylight,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Low_Density_Urban,Moderate,Directional,Mixed_Heavy_Traffic,Centered,,0.5378053919835524,0.0,0.0
61639,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,Four-Way,Faded,Street_Lights,Yes,Flat,Straight,Curb,High_Rise,Sparse,Regulatory,Passenger_Cars_Only,Centered,,0.5425310613853591,0.0,0.0
61650,Dawn/Dusk,Clear,Highway,Dry,Low,,No,2,,Clear,,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Moderate,,Passenger_Cars_Only,Centered,,0.7122092008590698,0.0,0.0
61760,Twilight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,4,Four-Way,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.6106980617453412,0.0,0.0
61833,Daylight,Cloudy,Urban,Dry,Moderate,On_Sidewalk,No,3,Four-Way,Clear,,Yes,Flat,Straight,Curb,Low_Density_Urban,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.5531614115604988,0.0,0.0
61920,Night,Clear,Urban,Dry,Moderate,On_Sidewalk,No,2,,Clear,Street_Lights,No,Flat,Straight,Curb,High_Rise,Sparse,Multiple_Types,Passenger_Cars_Only,Centered,,0.495849072933197,0.0,0.0
62046,Night,Rainy,Highway,Wet,Moderate,,No,2,,Clear,Vehicle_Headlights,No,Flat,Straight,Metal_Guardrail,Sparse/Rural,Sparse,,Mixed_Heavy_Traffic,Centered,,0.563079634308815,0.0,0.0
62109,Daylight,Clear,Urban,Dry,Low,,No,2,,Clear,,No,Uphill,Straight,Concrete_Median,Low_Density_Urban,Moderate,Regulatory,Passenger_Cars_Only,Centered,,0.6546502709388733,0.0,0.0
